REGISTRO_OPERADORA;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
403997;00000000403997;UNIODONTO DE RIO BRANCO ACRE COOPERATIVA ODONTOLÓGICA LTDA.;UNIODONTO - AC;Cooperativa odontológica;AV. CEARÁ;2219;;DOM GIOCONDO;Rio Branco;AC;69900303;68;21026500;;uniodonto@uniodontoacre.com.br;EDIANA DE FÁTIMA MELO MAGELA;PRESIDENTE;6;28/04/1999
349011;00000000349011;UNIODONTO DE RIO CLARO COOPERATIVA ODONTOLOGICA;UNIODONTO DE RIO CLARO;Cooperativa odontológica;RUA 2;918;AVS.3 E 5;CENTRO;Rio Claro;SP;13500150;19;35246475;35248738;uniodontorc@uniodontorc.com.br;ROSANGELA DA SILVEIRA FREITAS;PRESIDENTE;5;17/12/1998
336025;00000000336025;UNIODONTO DE RONDONIA COOPERATIVA LTDA.;UNIODONTO DE RONDÔNIA;Cooperativa odontológica;RUA JAMARY ;1783;;PEDRINHAS;Porto Velho;RO;76801492;69;32233320;32233315;gerencia@uniodontorondonia.com.br;DIMAS RIBEIRO DA FONSECA JUNIOR;PRESIDENTE;6;29/12/1998
310107;00000000310107;UNIODONTO DE SALVADOR - COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA.;UNIODONTO SALVADOR;Cooperativa odontológica;RUA FRANCISCO GONÇALVES;1;SALA 205/206;COMERCIO;Salvador;BA;40015090;71;40099696;;adm@uniodontosalvador.com.br;OTAILDO CONCEIÇÃO DE OLIVEIRA;PRESIDENTE;6;04/01/1999
378682;00000000378682;UNIODONTO DE SAO JOSE DO RIO PARDO - COOPERATIVA ODONTOLÓGICA;UNIODONTO SÃO JOSÉ DO RIO PARDO;Cooperativa odontológica;AVENIDA INDEPENDÊNCIA;5;;CENTRO;São José do Rio Pardo;SP;13720000;19;36816729;36814229;financeiro@uniodontosjrpardo.com.br;ADRIANO CALSONE;PRESIDENTE;5;16/12/1998
342203;00000000342203;UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS;UNIODONTO ADMINISTRADORA;Cooperativa odontológica;RUA VITÓRIA;123;CASA;CENTRO;Blumenau;SC;89010250;47;30378000;30378000;cpd@uniodontosc.com.br;RUBENS RENATO WEIDGENANT;PRESIDENTE;5;18/12/1998
373109;00000000373109;UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA;UNIODONTO DE SERTAOZINHO;Cooperativa odontológica;RUA CARLOS GOMES;684;;CENTRO;Sertãozinho;SP;14160020;1;621056700;;uniodonto@uniodontosertaozinho.com.br;APARECIDO SILVIO DE SOUZA ;REPRESENTANTE;5;16/12/1998
334243;00000000334243;UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA;UNIODONTO SOROCABA;Cooperativa odontológica;AV. BARÃO DE TATUI;628;;J. VERGUEIRO;Sorocaba;SP;18030000;15;32349424;32349424;uniodontosor@uniodontosorocaba.com.br;RICARDO HARDER;PRESIDENTE;5;16/12/1998
313751;00000000313751;UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO;UNIODONTO SÃO JOSÉ DOS CAMPOS;Cooperativa odontológica;PRAÇA PRESIDENTE KENNEDY;24;;CENTRO;São José dos Campos;SP;12245730;12;32026000;39422946;uniodontosjc@uniodontosjc.com.br;SERGIO BRITO;PRESIDENTE;5;16/12/1998
350290;00000000350290;UNIODONTO DE TAQUARITINGA COOPERATIVA ODONTOLÓGICA;UNIODONTO DE TAQUARITINGA COOPERATIVA ODONTOLÓGICA;Cooperativa odontológica;RUA GENERAL OSÓRIO;1309;;CENTRO;Taquaritinga;SP;15900000;16;97334972;;rosana@uniodontotaquaritinga.com.br;ODILON GUEDES BARRETO JUNIOR;DIRETOR PRESIDENTE;5;16/12/1998
359726;00000000359726;UNIODONTO DE TRÊS RIOS - COOPERATIVA DE TRABALHO ODONTOLÓGICA;UNIODONTO TRÊS RIOS;Cooperativa odontológica;TRAVESSA AUGUSTO DE ALMEIDA;44;SALA 315 E 316;CENTRO;Três Rios;RJ;25804130;24;22553338;22553338;uniodontotresrios@yahoo.com.br;MARISOL GUIMARÃES MACHADO PEREIRA;PRESIDENTE;5;29/12/1998
350630;00000000350630;UNIODONTO DE VOTUPORANGA COOPERATIVA ODONTOLOGICA;UNIODONTO DE VOTUPORANGA COOPERATIVA ODONTOLOGICA;Cooperativa odontológica;RUA FREI DAMIÃO;2856;;SANTA ELISA;Votuporanga;SP;15505187;17;34213395;34213395;uniodonto@votuporanga.com.br;JOSE LUIZ PEREIRA;PRESIDENTE;5;16/12/1998
314315;00000000314315;UNIODONTO DO BRASIL CENTRAL NACIONAL DAS COOPERATIVAS ODONTÓLOGICAS;UNIODONTO DO BRASIL;Cooperativa odontológica;RUA CORREIA DIAS ;185;;PARAÍSO;São Paulo;SP;4104000;11;59044400;;regulacao@uniodonto.coop.br;JOSÉ ALVES DE SOUZA NETO;DIRETOR PRESIDENTE;4;17/12/1998
358339;00000000358339;UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA;UNIODONTO DO SUL GOIANO;Cooperativa odontológica;RUA RUI DE ALMEIDA;519;;CENTRO;Itumbiara;GO;75503090;64;34317146;;uniodontosulgo@yahoo.com.br;JOAO BATISTA PEREIRA MACHADO;DIRETOR PRESIDENTE;5;17/12/1998
313807;00000000313807;UNIODONTO DOURADOS - COOPERATIVA ODONTOLÓGICA;;Cooperativa odontológica;Rua Hilda Bergo Duarte;1700;;Jardim Caramuru;Dourados;MS;79806020;67;34223577;;uniodonto@dourados.com.br;EDSON HIROSHI MURAKI;PRESIDENTE;5;12/01/1999
370711;00000000370711;UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA;UNIODONTO;Cooperativa odontológica;RUA RESK SALIN CARONE;50;EDIF IBISA;GILBERTO MACHADO;Cachoeiro de Itapemirim;ES;29303310;28;35111500;35111500;gerencia@uniodontoes.coop.br;ADRIANO BASTOS BARBOSA;PRESIDENTE;3;17/12/1998
341894;00000000341894;UNIODONTO FRONTEIRA OESTE/RS COOPERATIVA ODONTOLÓGICA LTDA.;UNIODONTO FRONTEIRA OESTE/RS;Cooperativa odontológica;AV. 24 DE MAIO;1091;;CENTRO;Sant'Ana do Livramento;RS;97573450;55;32423833;;adm@uniodontofronteiraoeste.com.br;LUIZ FERNANDO MENDONÇA BIDART;PRESIDENTE;5;17/12/1998
358436;00000000358436;UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS;UNIODONTO GOIANIA;Cooperativa odontológica;RUA T-27;1115;Quadra 65, Lote 4;SETOR BUENO;Goiânia;GO;74215030;62;32549100;32549101;uniodonto@uniodontogoiania.com.br;FÁBIO ARAÚJO GONÇALVES PRUDENTE;REPRESENTANTE ;5;17/12/1998
343056;00000000343056;UNIODONTO JACAREÍ COOPERATIVA ODONTOLÓGICA;UNIODONTO DE JACAREÍ;Cooperativa odontológica;AVENIDA MAJOR ACÁCIO FERREIRA;670;;JD. LEONÍDIA;Jacareí;SP;12327070;12;39528859;39528859;uniodonto@uniodontojac.com.br;GLÓRIA DE FÁTIMA CHAVES;PRESIDENTE;5;18/12/1998
321125;00000000321125;UNIODONTO MACEIÓ COOPERATIVA ODONTOLÓGICA;UNIODONTO MACEIO;Cooperativa odontológica;AV. SANTA RITA DE CASSIA;278;;FAROL;Maceió;AL;57051600;8;221233300;221233300;uniodonto@uniodontomaceio.com.br;JOSE ZENOU COSTA FILHO;PRESIDENTE;3;22/12/1998
381144;00000000381144;UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA;UNIODONTO DE MARINGA;Cooperativa odontológica;AVENIDA PAPA JOAO XXIII;513;;ZONA 02;Maringá;PR;87010060;44;32271150;;uniodonto@uniodontomaringa.com.br;VAMPRÉ LUIZ CARDOSO OLIVEIRA;DIRETOR PRESIDENTE;5;16/12/1998
382337;00000000382337;UNIODONTO METROPOLITANA COOPERATIVA ODONTOLÓGICA.;UNIODONTO DUQUE DE CAXIAS;Cooperativa odontológica;AVENIDA PRESIDENTE VARGAS;263;GRUPO 102;CENTRO;Duque de Caxias;RJ;25070330;21;26718785;;presidencia@uniodonto-metropolitana.com.br;FLÁVIO ARAÚJO DE ASSIS;DIRETOR-PRESIDENTE;5;29/12/1998
303291;00000000303291;UNIODONTO MOSSORÓ - COOPERATIVA DOS CIRURGIÕES DENTISTAS DE MOSSORÓ E REGIÃO OESTE;UNIODONTO MOSSORÓ;Cooperativa odontológica;AV DIOCESANA;266;;NOVA BETANIA;Mossoró;RN;59603200;;;33162990;gerencia@uniodontomossoro.com.br;WELBO BEZERRA ANTAS;PRESIDENTE;6;24/12/1998
419729;00000000419729;UNIODONTO PASSOS - COOPERATIVA ODONTOLÓGICA;UNIODONTO PASSOS;Cooperativa odontológica;RUA BONSUCESSO;472;;SÃO FRANCISCO;Passos;MG;37902000;35;35213567;;UNIODONTOPASSOS@PASSOSNET.COM.BR;LUIZ FERNANDO LEMOS REIS;DIRETOR PRESIDENTE;5;24/03/2015
361593;00000000361593;UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO;UNIODONTO PAULISTA;Cooperativa odontológica;Rua Silvia ;110;10º andar - Edifício Santa Lúcia ;Bela Vista ;São Paulo;SP;1331010;11;31253040;31593181;ans@uniodontopaulista.com.br;LUIZ EDUARDO ZACCHARIAS;PRESIDENTE;5;18/12/1998
402109;00000000402109;UNIODONTO PAULO AFONSO COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA.;UNIODONTO PAULO AFONSO;Cooperativa odontológica;AV. GETULIO VARGAS;421;SALA 206, 2 ANDAR;CENTRO;Paulo Afonso;BA;48601260;75;32810003;32810003;uniodonto@uniodontopauloafonso.com.br;CYNARA MAIA DE OLIVEIRA;DIRETOR PRESIDENTE;5;15/03/1999
346004;00000000346004;UNIODONTO PIRACICABA - COOPERATIVA ODONTOLÓGICA;UNIODONTO DE PIRACICABA;Cooperativa odontológica;RUA ALFARES JOSÉ CAETANO ;1352;;CENTRO;Piracicaba;SP;13400123;19;34011770;34011770234;atendimento@uniodontopiracicaba.com.br;CLAUDIO ROBERTO ZAMBELLO;DIRETOR PRESIDENTE;5;16/12/1998
378941;00000000378941;UNIODONTO PIRASSUNUNGA - COOPERATIVA ODONTOLÓGICA;UNIODONTO DE PIRASSUNUNGA;Cooperativa odontológica;RUA JOAQUIM PROCÓPIO DE ARAÚJO;1470;;CENTRO;Pirassununga;SP;13630082;19;35611165;35611165;uniopirass@uniodontopirassununga.com.br;EDGAR SAGGIORATTO;PRESIDENTE;5;16/12/1998
315818;00000000315818;UNIODONTO PONTA GROSSA COOPERATIVA ODONTOLÓGICA;UNIODONTO PONTA GROSSA;Cooperativa odontológica;RUA BARÃO DO CERRO AZUL;618;;CENTRO;Ponta Grossa;PR;84010210;;;;uniodontopg@uol.com.br;RUBENS PUPO BANDEIRA;DIRETOR PRESIDENTE;5;16/12/1998
366439;00000000366439;UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA;UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA;Cooperativa odontológica;AV. INDEPENDÊNCIA;914;;INDEPENDÊNCIA;Porto Alegre;RS;90035072;51;33024000;33024077;regulacaoans@uniodontopoa.com.br;JULIO CESAR CORDOVA MACIEL;DIRETOR PRESIDENTE;4;17/12/1998
344451;00000000344451;UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA;UNIODONTO MINAS;Cooperativa odontológica;AV JOÃO XXIII;697;;SANTA MARIA;Uberlândia;MG;38408056;34;32288118;;gerencia@uniodontominas.coop.br;RICARDO MANOEL LOURENÇO;PRESIDENTE;5;17/12/1998
406121;00000000406121;UNIODONTO RESENDE - COOPERATIVA ODONTOLOGICA;UNIODONTO RESENDE COOPERATIVA ODONTOLOGICA;Cooperativa odontológica;RUA ISAAC DAVID HALPERN;64;;COMERCIAL;Resende;RJ;27541140;;;33551752;uniodonto@uniodontoresende.com.br;ANA PAULA DA COSTA;PRESIDENTE;5;07/07/1999
367966;00000000367966;UNIODONTO RIO GRANDE-LITORAL COOPERATIVA ODONTOLOGICA LTDA;;Cooperativa odontológica;RUA LUIZ LOREA;263;;CENTRO;Rio Grande;RS;96200350;53;32321563;;uniodonto@uniodontoriogrande.com.br;DANIELI DUVAL PINTO DEVILLA;SUPERINTENDENTE;6;29/12/1998
305421;00000000305421;UNIODONTO RS FEDERACAO DAS UNIODONTOS DO RGS LTDA;UNIODONTO/RS;Cooperativa odontológica;RUA QUINTINO BANDEIRA;64;1º ANDAR - EDIF. SAMPAIO;SÃO GERALDO;Porto Alegre;RS;90220050;51;32257671;32868554;uniodontors@uniodonto-rs.com.br;IRNO AUGUSTO PRETTO;PRESIDENTE;3;23/12/1998
327441;00000000327441;UNIODONTO SUDESTE MINEIRO COOPERATIVA DE SAÚDE ODONTOLÓGICA LTDA;UNIODONTO SUDESTE MINEIRO ;Cooperativa odontológica;RUA OSCAR VIDAL;373;;CENTRO;Juiz de Fora;MG;36016290;32;32150706;32151561;uniodonto@uniodontojf.com.br;MAGALI DE FREITAS MACIEL;DIRETORA PRESIDENTE;5;21/12/1998
314871;00000000314871;UNIODONTO SUDOESTE GOIANO - COOPERATIVA DE TRABALHO ODONTOLOGICO;;Cooperativa odontológica;RUA NIVALDO RIBEIRO;5;;CENTRO;Rio Verde;GO;75901120;64;36216063;;gerencia@uniodontosudoeste.com.br;FERNANDO FERREIRA DE ALMEIDA;PRESIDENTE;5;17/12/1998
335525;00000000335525;UNIODONTO SÃO CARLOS -  COOPERATIVA ODONTOLÓGICA;UNIODONTO SÃO CARLOS;Cooperativa odontológica;RUA 15 DE NOVEMBRO;2597;;CENTRO;São Carlos;SP;13560241;16;33626062;;uniodontosaocarlos@terra.com.br;NIVEA CELIA BONADIO COELHO;PRESIDENTE;5;16/12/1998
303259;00000000303259;UNIODONTO SÃO JOSÉ DO RIO PRETO - COOPERATIVA ODONTOLÓGICA;UNIODONTO;Cooperativa odontológica;RUA INDEPENDENCIA ;2651;;CENTRO;São José do Rio Preto;SP;15010110;17;32118400;;uniodorp@uniodontoriopreto.com.br;JOSÉ CARLOS AFONSO CUGINOTTI;PRESIDENTE;5;16/12/1998
319350;00000000319350;UNIODONTO TAUBATÉ COOPERATIVA DE TRABALHO ODONTOLOGICO;UNIODONTO TAUBATE;Cooperativa odontológica;RUA DR. SOUZA ALVES ;728;;CENTRO;Taubaté;SP;12020030;12;34110522;36292511;uniodonto@uniodontotaubate.com.br;ALEXANDRE CURSINO DE MOURA SANTOS;DIRETOR PRESIDENTE;5;17/12/1998
370568;00000000370568;UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA;UNIODONTO ;Cooperativa odontológica;RUA CORONEL MANOEL BORGES;618;;CENTRO;Uberaba;MG;38060340;34;33347700;;gerencia@uniodontouberaba.com.br;WASHINGTON TADEU NASCIMENTO;DIRETOR EXECUTIVO;5;17/12/1998
382655;00000000382655;UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA;UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA;Cooperativa odontológica;PRAÇA DOUTOR GAMA RODRIGUES;365;;CRUZ;Lorena;SP;12606080;12;31532900;31532746;admwanda@uniodontovalehistorico.com.br;WANDA MARIA RICOTA DE MELLO;PRESIDENTE;5;16/12/1998
345318;00000000345318;UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE;UNIODONTO/RN;Cooperativa odontológica;RUA AÇU;665;;TIROL;Natal;RN;59020110;84;40094664;40094665;gerencia@uniodontorn.com.br;EUGÊNIO CARLOS ARAÚJO;PRESIDENTE;5;17/12/1998
420808;00000000420808;UNION ADMINISTRADORA DE BENEFÍCIOS EM SAÚDE LTDA - EPP;UNION BENEFÍCIOS;Administradora de Benefícios;AV TEOTÔNIO PARREIRA COELHO ;860;SALA 01;INGA ALTO;Betim;MG;32604376;31;33917920;;joao.figueiredo@unionadm.com.br;JOÃO DE FIGUEIREDO PEREIRA CURADO;DIRETOR;4;21/06/2017
421278;00000000421278;UNIPACTUM ADMINISTRADORA DE BENEFÍCIOS LTDA.;;Administradora de Benefícios;RUA MINAS GERAIS;165;;VILA PINHEIRO;Jacareí;SP;12307060;;;;diretoria@unipactum.com.br;JULIO CESAR BERBEL GERALDO;ADMINISTRADOR;6;08/05/2018
423114;00000000423114;UNITY ADMINISTRADORA DE BENEFÍCIOS LTDA;UNITY ADMINISTRADORA DE BENEFÍCIOS LTDA;Administradora de Benefícios;Rua João Pessoa de Matos;330;Sala 501 e 502;Praia da Costa;Vila Velha;ES;29101115;28;33335300;;wesley@unity.adm.br;WESLEY BORGES FERNANDES;Administrador;6;03/12/2021
423335;00000000423335;UNITY SERVIÇOS INTEGRADOS DE SAÚDE LTDA.;UNITY SAÚDE;Medicina de Grupo;QS 3 EPCT ;SN;LOTES 3  5  7 E 9  - SALAS 1701 A 1716 -;ÁGUAS CLARAS ;Brasília;DF;71953000;;;;marcia.rodrigues@unitysaude.com.br;DULIO CESAR LOPES SANTANA;SOCIO ADMINISTRADOR;;03/10/2022
413348;00000000413348;UNIVERSAL PLANO ODONTOLOGICO LTDA;;Odontologia de Grupo;RUA LARA CAMPOS ;183;;CENTRO;Tietê;SP;18530000;15;32822943;;financeiro@universaldental.com.br;FELIPE JORGE PIOVEZANE;SÓCIO;5;16/03/2001
422134;00000000422134;UNIVIDA USA OPERADORA EM SAUDE S/A;UNIVIDA USA OPERADORA EM SAUDE ;Medicina de Grupo;AV MELCHERT ;926;3 ANDAR;VILA MATILDE;São Paulo;SP;3508000;11;39957301;;murilo.giorgini@gmail.com;MURILO MENDES GIORGINI;diretor financeiro;4;11/02/2020
418137;00000000418137;UNIX SAÚDE S.A;UNIX;Medicina de Grupo;RUA ARQUIMEDES GONÇALVES;219;;NAZARÉ;Salvador;BA;40050300;71;21013444;;UNIXSAUDE@GMAIL.COM;JAIR SANTOS NETO;REPRESENTANTE;6;13/07/2011
424609;00000000424609;UNIÃO HOSPITAIS DE PERNAMBUCO LTDA;UNIHOSPE;Medicina de Grupo;RUA BARTOLOMEU MEDEIROS;104;;GUADALUPE;Olinda;PE;53240540;21;960178859;;thiago@unimedicasaude.com;KLEBER BACELLAR DE ANDRADE;ADMINISTRADOR;;28/07/2025
414581;00000000414581;UNIÃO MÉDICA PLANOS DE SAÚDE S/A;UNIÃO MÉDICA;Medicina de Grupo;PRAÇA CORONEL TERTULIANO ALMEIDA;5;;CENTRO;Feira de Santana;BA;44001256;75;36032166;33225784;juridico@uniaomedica.com.br;ANDRÉ RAIMUNDO FRANÇA GUIMARÃES;DIRETOR PRESIDENTE;5;08/04/2003
423131;00000000423131;UNIÃO SAUDE ADMINISTRADORA DE PLANOS DE SAUDE LTDA;;Administradora de Benefícios;Avenida das Américas;500;BLOCO 03, LOJA 105;Barra da Tijuca;Rio de Janeiro;RJ;22640904;;;;thiago@unimedicasaude.com;CARLOS ALBERTO CHAME FILHO;Sócio administrador;;04/01/2022
422126;00000000422126;UP HEALTH ADMINISTRADORA DE BENEFÍCIOS S/A;;Administradora de Benefícios;RUA CONSTRUTOR SEBASTIAO SOARES DE SOUZA;96;Salas 203 a 207;Praia da Costa;Vila Velha;ES;29101350;27;21242000;;administrativo@uphealthadministradora.com.br;CASEMIRO ALVES RAMOS JUNIOR;Diretor Executivo;5;28/01/2020
422223;00000000422223;UP SOLUÇÕES EM SAÚDE LTDA ;UP SOLUÇÕES EM SAÚDE  ;Administradora de Benefícios;AVENIDA ANTONIO CARLOS COMITRE ;540;1 ANDAR - SALA 14;PARQUE CAMPOLIM ;Sorocaba;SP;18047620;15;32933060;;ADMINISTRATIVO1@UPSAUDE.MED.BR;RENATA LOLO HARO;SÓCIA;;02/10/2020
419061;00000000419061;USODONTO PLANOS DE SAÚDE LTDA;USODONTO;Odontologia de Grupo;AVENIDA ALVARO MAIA;742;SALA 102;CENTRO;Manaus;AM;69025070;;;;USODONTO.PLANO@HOTMAIL.COM;JHONNY DOS SANTOS FIGUEIREDO;DIRETOR - EXECUTIVO;5;03/10/2013
424048;00000000424048;VALE PLANOS DE SAÚDE LTDA;VALE SAÚDE;Medicina de Grupo;AV. CARDOSO DE SÁ;647;;CENTRO;Petrolina;PE;56302110;87;21013190;;valesaude@neurocardio.com.br;JOSÉ CARLOS DE MOURA;DIRETOR PRESIDENTE;;10/06/2024
345695;00000000345695;VALE S/A;VALE ;Autogestão;PRAIA DE BOTAFOGO;186;SALA 701 A 1901 - TORRE OSCAR NIEMEYER;BOTAFOGO;Rio de Janeiro;RJ;22250145;21;38144927;38144453;atendimento.ams@vale.com;BRUNO CAMARA MEIRA;REPRESENTANTE LEGAL;4;24/12/1998
417301;00000000417301;VALEM ADMINISTRADORA DE BENEFÍCIOS LTDA;VALEM;Administradora de Benefícios;AVENIDA DO CONTORNO;4265;5º ANDAR;SÃO LUCAS;Belo Horizonte;MG;30110021;31;32493000;32325099;CONTABILFISCAL@VALEM.COM.BR;CÁTHIA COSTA CARVALHO RABELO;ADMINISTRADOR;2;09/06/2010
417581;00000000417581;VALLOR ADMINISTRADORA DE BENEFÍCIOS LTDA;VALLOR BENEFÍCIOS;Administradora de Benefícios;AVENIDA ASSIS CHATEAUBRIAND;288;SALA 02 e 03;FLORESTA;Belo Horizonte;MG;30150100;31;33119128;;ALEXANDRE@VALLORBENEFICIOS.COM.BR;ALEXANDRE ANTÔNIO SÁ SOARES;SóCIO-ADMINISTRADOR;4;21/09/2010
423751;00000000423751;VALOR SAUDE ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;AL SANTOS;415.0;CONJ 131 ANDAR 13;CERQUEIRA CESAR;São Paulo;SP;1419913;21;35530509;;administrativo@valorsaudeadm.com.br;LEVI CRAVO NETTO;Administrador;;04/09/2023
424013;00000000424013;VCT PLANOS DE SAUDE LTDA;;Medicina de Grupo;RUA NOSSA SENHORA DA CONCEICAO;756;LETRA A SALA 05;CENTRO;Contagem;MG;32044000;31;983688989;;felipe.gomes@campellogomes.com.br;ANTONIO GOMES DOS SANTOS JUNIOR;SÓCIO ADMINISTRADOR;;10/06/2024
420018;00000000420018;VECTORIAL ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios;RUA AFONSO ARINOS DE MELO FRANCO;222;BLOCO 01 - SALA 1701;BARRA DA TIJUCA;Rio de Janeiro;RJ;22631455;21;35531692;;LEONARDO@UNIMEDICASAUDE.COM;MARCELO SARMENTO DE CASTRO;ADMINISTRADOR;6;11/01/2016
424412;00000000424412;VETTOR ADMINISTRADORA DE BENEFICIOS LTDA;VETTOR BENEFÍCIOS;Administradora de Benefícios;Rua dos Timbiras ;2072;sala 1107;Lourdes;Belo Horizonte;MG;30140069;31;983688989;;felipe.gomes@campellogomes.com.br;FREDERICO AUGUSTO HOMEM CATTONI DE OLIVEIRA;ADMINISTRADOR;;09/06/2025
422240;00000000422240;VIDA & SAUDE ADMINISTRADORA DE PLANOS DE SAUDE LTDA;;Administradora de Benefícios;RUA DA ASSEMBLÉIA;10;SALA 3811;CENTRO;Rio de Janeiro;RJ;20011901;21;22216677;;acbastos16@gmail.com;ANTONIO CARLOS ANTUNES BASTOS;ADMINISTRADOR;6;14/07/2020
424773;00000000424773;VIDA E SAUDE ASSISTENCIA MEDICA LTDA.;;Medicina de Grupo;AV DJALMA BATISTA;40192.0;SALA 303-B ANDAR 3 EDIF ATLANTIC TOWER;CHAPADA;Manaus;AM;69050010;92;9919918088;;vidaesaudeassistenciamedica@gmail.com;ODICELIO RABELO DA SILVA;SÓCIO-ADMINISTRADOR;;29/12/2025
422835;00000000422835;VIDA TOP MAIS SAÚDE OPERADORA DE PLANOS DE SAÚDE LTDA.;VIDA TOP + SAÚDE;Medicina de Grupo;RUA PROFESSOR JOSÉ RANIERI;ago/55;CONJUNTO B;CENTRO;Bauru;SP;17015361;14;21068700;;DIRETORIA@VIDATOP.COM.BR;ENIDÉLCIO DE JESUS SARTORI;DIRETOR TÉCNICO E ADMINIS;5;09/07/2021
416789;00000000416789;VIDAMAX ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios;RUA AMÁLIA DE NORONHA;151;CONJUNTO 701;PINHEIROS;São Paulo;SP;5410010;11;31131717;31131717;RICARDO@VIDAMAX.COM.BR;EMIGDIO RICARDO GARCIA JURADO;DIRETOR;1;27/11/2008
344443;00000000344443;VIDAPLAN SAÚDE LTDA. ;VIDAPLAN SAUDE;Medicina de Grupo;AV MOACYR SAUDINO;271;BOX 22  - 3º ANDAR;CENTRO;Alfredo Chaves;ES;29240000;;;;vidaplansaude.com.br@vidaplansaude.com.br;JANUÁRIA LIMA BORGES;Diretora Administrativa/Financeira;5;18/12/1998
414905;00000000414905;VITA ASSISTÊNCIA A SAÚDE LTDA.;SABIN SINAI;Medicina de Grupo;AVENIDA PRESIDENTE ITAMAR FRANCO;4001;LOJA 202 E;CASCATINHA;Juiz de Fora;MG;36033318;;;;raphaelcavalcante@sabinsinai.com.br;RAPHAEL CAVALCANTE RIBEIRO;Gerente de Cadastro e Contratos;5;13/07/2004
423831;00000000423831;VITACARE PLANOS DE SAUDE LTDA;VITACARE;Medicina de Grupo;Avenida Manoel Dias da Silva;737;Edifício Multi 1º andar - sala 2;Pituba;Salvador;BA;41830000;71;991084561;;flavio.freitas83@gmail.com;FLÁVIO FREITAS DE OLIVEIRA;Sócio-administrador;;18/12/2023
424722;00000000424722;VITAPLENA OPERADORA DE PLANOS DE SAÚDE LTDA;VITAPLENA SAÚDE LTDA;Medicina de Grupo;AV. MARQUES DE SÃO VICENTE;576;2008;VÁRZEA DA BARRA FUNDA;São Paulo;SP;11390000;11;9756028118;;gestao@vitaplenasaude.com.br;RICARDO CAMPOS DA CUNHA BRITO;PRESIDENTE;;03/12/2025
423378;00000000423378;VITREA ADMINISTRADORA DE BENEFÍCIOS LTDA;VITREA ADMINISTRADORA;Administradora de Benefícios;Rua José Versolato;111;bloco b, sala 3014;centro;São Bernardo do Campo;SP;9750730;11;98476002;;tiagoantunes@maffixseguros.com.br;TIAGO ANTUNES DA SILVA;Sócio-administrador ;6;16/11/2022
422592;00000000422592;VITTA SAUDE ADMINISTRADORA DE BENEFICIOS LTDA.;VITTA SAUDE ADMINISTRADORA DE BENEFICIOS;Administradora de Benefícios;Rua Cardeal Arcovede;359;10º andar;Pinheiros;São Paulo;SP;5407000;;;;juridico@vitta.me;CLÁUDIA REGINA GALDINO;DIRETORA SÓCIA;;09/02/2021
361461;00000000361461;VIVACOM PLANOS DE SAÚDE;VIVACOM;Autogestão;AVENIDA T-10;208;LOTES 9/12, QUADRA 102, ED. NEW TIMES SQ;SETOR BUENO;Goiânia;GO;74223060;62;32388686;32388647;geraldo@saudevivacom.com.br;GERALDO ALMEIDA SILVA;DIRETOR DE SAUDE;3;29/12/1998
414662;00000000414662;VIVENTERIS LTDA;;Odontologia de Grupo;Rua Santos Dumont;3275;Centro Empresarial Empire Center - 11º A;ZONA 01;Maringá;PR;87013050;44;31230528;;lcastro@sudaodonto.com.br;ARYADNE LARISSA DE ALMEIDA;REPRESENTANTE;1;10/10/2003
